id,location_id,status_id,route_id,handled_by_device_id,handled_by_car_id,created_at,updated_at
146978,48488,3,58,12,10,2026-03-02 04:09:55.241019 +00:00,2026-03-02 04:09:55.241020 +00:00
146979,50463,3,58,12,10,2026-03-02 04:09:55.241020 +00:00,2026-03-02 04:09:55.241021 +00:00
146980,48487,3,58,12,10,2026-03-02 04:11:05.260014 +00:00,2026-03-02 04:11:05.260021 +00:00
146981,48489,3,58,12,10,2026-03-02 04:11:05.260023 +00:00,2026-03-02 04:11:05.260023 +00:00
146984,50464,3,58,12,10,2026-03-02 04:11:05.260026 +00:00,2026-03-02 04:11:05.260026 +00:00
146985,50466,3,58,12,10,2026-03-02 04:11:05.260026 +00:00,2026-03-02 04:11:05.260027 +00:00
146987,46650,3,58,12,10,2026-03-02 04:11:05.260028 +00:00,2026-03-02 04:11:05.260029 +00:00
146986,50467,5,58,12,10,2026-03-02 04:11:05.260027 +00:00,2026-03-02 04:11:28.488288 +00:00
146990,50468,3,58,12,10,2026-03-02 04:12:24.986905 +00:00,2026-03-02 04:12:24.986906 +00:00
146991,50469,3,58,12,10,2026-03-02 04:12:24.986906 +00:00,2026-03-02 04:12:24.986907 +00:00
146992,48777,3,58,12,10,2026-03-02 04:12:59.978707 +00:00,2026-03-02 04:12:59.978713 +00:00
146994,50471,3,58,12,10,2026-03-02 04:12:59.978715 +00:00,2026-03-02 04:12:59.978715 +00:00
146993,50470,3,58,12,10,2026-03-02 04:12:59.978714 +00:00,2026-03-02 04:12:59.978715 +00:00
146995,48776,3,58,12,10,2026-03-02 04:13:45.208660 +00:00,2026-03-02 04:13:45.208666 +00:00
146996,48768,3,58,12,10,2026-03-02 04:13:45.208667 +00:00,2026-03-02 04:13:45.208668 +00:00
146997,48774,3,58,12,10,2026-03-02 04:14:55.242731 +00:00,2026-03-02 04:14:55.242738 +00:00
146998,48775,3,58,12,10,2026-03-02 04:14:55.242739 +00:00,2026-03-02 04:14:55.242740 +00:00
146999,48296,3,58,12,10,2026-03-02 04:14:55.242740 +00:00,2026-03-02 04:14:55.242741 +00:00
147000,48766,3,58,12,10,2026-03-02 04:14:55.242741 +00:00,2026-03-02 04:14:55.242742 +00:00
147001,48297,3,58,12,10,2026-03-02 04:14:55.242743 +00:00,2026-03-02 04:14:55.242743 +00:00
147002,48298,3,58,12,10,2026-03-02 04:14:55.242744 +00:00,2026-03-02 04:14:55.242744 +00:00
147003,48299,3,58,12,10,2026-03-02 04:16:25.209776 +00:00,2026-03-02 04:16:25.209782 +00:00
147004,48300,3,58,12,10,2026-03-02 04:16:25.209783 +00:00,2026-03-02 04:16:25.209784 +00:00
147005,48301,3,58,12,10,2026-03-02 04:16:45.199414 +00:00,2026-03-02 04:16:45.199418 +00:00
147006,48302,3,58,12,10,2026-03-02 04:16:45.199419 +00:00,2026-03-02 04:16:45.199420 +00:00
147007,48303,3,58,12,10,2026-03-02 04:17:09.916945 +00:00,2026-03-02 04:17:09.916952 +00:00
147008,48304,3,58,12,10,2026-03-02 04:17:09.916954 +00:00,2026-03-02 04:17:09.916955 +00:00
147009,48305,3,58,12,10,2026-03-02 04:17:09.916956 +00:00,2026-03-02 04:17:09.916956 +00:00
147010,48306,3,58,12,10,2026-03-02 04:17:09.916957 +00:00,2026-03-02 04:17:09.916957 +00:00
147011,48308,3,58,12,10,2026-03-02 04:17:29.933368 +00:00,2026-03-02 04:17:29.933375 +00:00
147012,48309,3,58,12,10,2026-03-02 04:17:29.933376 +00:00,2026-03-02 04:17:29.933377 +00:00
147013,48310,3,58,12,10,2026-03-02 04:17:50.004488 +00:00,2026-03-02 04:17:50.004492 +00:00
147014,48311,3,58,12,10,2026-03-02 04:17:50.004494 +00:00,2026-03-02 04:17:50.004494 +00:00
147015,48312,3,58,12,10,2026-03-02 04:18:15.024046 +00:00,2026-03-02 04:18:15.024052 +00:00
147016,48313,3,58,12,10,2026-03-02 04:18:15.024054 +00:00,2026-03-02 04:18:15.024054 +00:00
147017,48314,3,58,12,10,2026-03-02 04:18:15.024055 +00:00,2026-03-02 04:18:15.024055 +00:00
147018,48315,3,58,12,10,2026-03-02 04:18:15.024056 +00:00,2026-03-02 04:18:15.024056 +00:00
147019,48316,3,58,12,10,2026-03-02 04:18:40.168796 +00:00,2026-03-02 04:18:40.168803 +00:00
147020,48317,3,58,12,10,2026-03-02 04:18:40.168805 +00:00,2026-03-02 04:18:40.168805 +00:00
147021,48318,3,58,12,10,2026-03-02 04:18:40.168806 +00:00,2026-03-02 04:18:40.168806 +00:00
147022,48319,3,58,12,10,2026-03-02 04:18:40.168807 +00:00,2026-03-02 04:18:40.168807 +00:00
147023,48320,3,58,12,10,2026-03-02 04:19:00.336935 +00:00,2026-03-02 04:19:00.336942 +00:00
147024,48321,3,58,12,10,2026-03-02 04:19:00.336943 +00:00,2026-03-02 04:19:00.336943 +00:00
147025,48322,3,58,12,10,2026-03-02 04:19:24.972102 +00:00,2026-03-02 04:19:24.972109 +00:00
147026,48323,3,58,12,10,2026-03-02 04:19:24.972110 +00:00,2026-03-02 04:19:24.972110 +00:00
147027,48325,3,58,12,10,2026-03-02 04:19:24.972111 +00:00,2026-03-02 04:19:24.972111 +00:00
147028,48324,3,58,12,10,2026-03-02 04:19:45.269528 +00:00,2026-03-02 04:19:45.269534 +00:00
147029,50302,3,58,12,10,2026-03-02 04:19:45.269536 +00:00,2026-03-02 04:19:45.269536 +00:00
147030,50302,3,58,12,10,2026-03-02 04:19:45.269537 +00:00,2026-03-02 04:19:45.269537 +00:00
147031,48326,3,58,12,10,2026-03-02 04:20:09.997257 +00:00,2026-03-02 04:20:09.997263 +00:00
147032,48772,3,58,12,10,2026-03-02 04:35:20.098385 +00:00,2026-03-02 04:35:20.098391 +00:00
147033,48773,3,58,12,10,2026-03-02 04:35:20.098392 +00:00,2026-03-02 04:35:20.098393 +00:00
147034,49347,3,58,12,10,2026-03-02 04:35:20.098393 +00:00,2026-03-02 04:35:20.098394 +00:00
147035,49348,3,58,12,10,2026-03-02 04:35:20.098394 +00:00,2026-03-02 04:35:20.098395 +00:00
147036,48765,3,58,12,10,2026-03-02 04:36:20.108487 +00:00,2026-03-02 04:36:20.108493 +00:00
147037,48769,3,58,12,10,2026-03-02 04:36:20.108495 +00:00,2026-03-02 04:36:20.108495 +00:00
147038,48770,3,58,12,10,2026-03-02 04:36:20.108496 +00:00,2026-03-02 04:36:20.108496 +00:00
147039,48771,3,58,12,10,2026-03-02 04:36:20.108497 +00:00,2026-03-02 04:36:20.108498 +00:00
147040,49349,3,58,12,10,2026-03-02 04:36:20.108498 +00:00,2026-03-02 04:36:20.108499 +00:00
147041,49365,3,58,12,10,2026-03-02 04:39:25.222443 +00:00,2026-03-02 04:39:25.222449 +00:00
147042,49366,3,58,12,10,2026-03-02 04:39:25.222450 +00:00,2026-03-02 04:39:25.222452 +00:00
147043,49367,3,58,12,10,2026-03-02 04:39:25.222452 +00:00,2026-03-02 04:39:25.222453 +00:00
147045,49369,3,58,12,10,2026-03-02 04:39:25.222454 +00:00,2026-03-02 04:39:25.222454 +00:00
147044,49368,3,58,12,10,2026-03-02 04:39:25.222453 +00:00,2026-03-02 04:39:25.222454 +00:00
147046,49370,3,58,12,10,2026-03-02 04:39:25.222455 +00:00,2026-03-02 04:39:25.222455 +00:00
147047,49371,3,58,12,10,2026-03-02 04:39:25.222456 +00:00,2026-03-02 04:39:25.222456 +00:00
147049,50300,3,58,12,10,2026-03-02 04:39:25.222457 +00:00,2026-03-02 04:39:25.222457 +00:00
147048,49373,3,58,12,10,2026-03-02 04:39:25.222456 +00:00,2026-03-02 04:39:25.222457 +00:00
147050,49361,3,58,12,10,2026-03-02 04:44:00.388775 +00:00,2026-03-02 04:44:00.388782 +00:00
147051,49362,3,58,12,10,2026-03-02 04:44:00.388783 +00:00,2026-03-02 04:44:00.388785 +00:00
147052,49363,3,58,12,10,2026-03-02 04:44:00.388785 +00:00,2026-03-02 04:44:00.388786 +00:00
147053,49364,3,58,12,10,2026-03-02 04:44:00.388787 +00:00,2026-03-02 04:44:00.388787 +00:00
147054,49360,3,58,12,10,2026-03-02 04:45:35.113290 +00:00,2026-03-02 04:45:35.113295 +00:00
147055,49356,3,58,12,10,2026-03-02 04:46:10.077228 +00:00,2026-03-02 04:46:10.077234 +00:00
147056,49357,3,58,12,10,2026-03-02 04:46:10.077236 +00:00,2026-03-02 04:46:10.077236 +00:00
147057,49358,3,58,12,10,2026-03-02 04:46:10.077237 +00:00,2026-03-02 04:46:10.077238 +00:00
147058,49359,3,58,12,10,2026-03-02 04:46:10.077238 +00:00,2026-03-02 04:46:10.077239 +00:00
147059,49352,3,58,12,10,2026-03-02 04:47:35.116412 +00:00,2026-03-02 04:47:35.116419 +00:00
147060,49352,3,58,12,10,2026-03-02 04:47:35.116420 +00:00,2026-03-02 04:47:35.116421 +00:00
147061,49353,3,58,12,10,2026-03-02 04:47:35.116421 +00:00,2026-03-02 04:47:35.116422 +00:00
147062,49354,3,58,12,10,2026-03-02 04:47:35.116422 +00:00,2026-03-02 04:47:35.116423 +00:00
147063,49355,3,58,12,10,2026-03-02 04:47:35.116423 +00:00,2026-03-02 04:47:35.116424 +00:00
147064,49350,3,58,12,10,2026-03-02 04:48:24.900215 +00:00,2026-03-02 04:48:24.900221 +00:00
147065,49351,3,58,12,10,2026-03-02 04:48:24.900222 +00:00,2026-03-02 04:48:24.900222 +00:00
147066,54117,5,50,58,59,2026-03-02 04:49:47.924193 +00:00,2026-03-02 04:50:51.917042 +00:00
147067,54117,5,50,58,59,2026-03-02 04:49:47.924199 +00:00,2026-03-02 04:50:51.917047 +00:00
147068,48943,3,58,12,10,2026-03-02 04:51:04.939013 +00:00,2026-03-02 04:51:04.939019 +00:00
147069,48945,3,58,12,10,2026-03-02 04:51:04.939021 +00:00,2026-03-02 04:51:04.939021 +00:00
147071,48944,3,58,12,10,2026-03-02 04:52:30.223922 +00:00,2026-03-02 04:52:30.223929 +00:00
147072,48946,3,58,12,10,2026-03-02 04:52:30.223930 +00:00,2026-03-02 04:52:30.223931 +00:00
147073,48947,3,58,12,10,2026-03-02 04:52:30.223931 +00:00,2026-03-02 04:52:30.223932 +00:00
147074,48948,3,58,12,10,2026-03-02 04:52:30.223932 +00:00,2026-03-02 04:52:30.223933 +00:00
147075,48949,3,58,12,10,2026-03-02 04:52:30.223934 +00:00,2026-03-02 04:52:30.223934 +00:00
147076,43649,3,50,54,59,2026-03-02 04:53:22.885475 +00:00,2026-03-02 04:53:22.885482 +00:00
147077,50565,2,69,,,2026-03-02 04:53:47.996925 +00:00,2026-03-02 04:53:47.996925 +00:00
147078,48951,3,58,12,10,2026-03-02 04:53:55.059289 +00:00,2026-03-02 04:53:55.059296 +00:00
147079,48952,3,58,12,10,2026-03-02 04:53:55.059298 +00:00,2026-03-02 04:53:55.059298 +00:00
147080,48953,3,58,12,10,2026-03-02 04:53:55.059299 +00:00,2026-03-02 04:53:55.059300 +00:00
147081,47114,2,69,,,2026-03-02 04:54:25.927277 +00:00,2026-03-02 04:54:25.927278 +00:00
147082,48904,2,69,,,2026-03-02 04:54:54.899685 +00:00,2026-03-02 04:54:54.899685 +00:00
147083,48954,3,58,12,10,2026-03-02 04:54:59.996812 +00:00,2026-03-02 04:54:59.996816 +00:00
147084,48955,3,58,12,10,2026-03-02 04:54:59.996817 +00:00,2026-03-02 04:54:59.996818 +00:00
147085,44642,3,50,54,59,2026-03-02 04:55:02.902179 +00:00,2026-03-02 04:55:02.902186 +00:00
147086,44642,3,50,54,59,2026-03-02 04:55:02.902188 +00:00,2026-03-02 04:55:02.902188 +00:00
147087,48904,2,69,,,2026-03-02 04:55:31.203188 +00:00,2026-03-02 04:55:31.203188 +00:00
147088,54271,3,50,54,59,2026-03-02 04:55:33.084130 +00:00,2026-03-02 04:55:33.084136 +00:00
147089,54271,3,50,54,59,2026-03-02 04:55:33.084138 +00:00,2026-03-02 04:55:33.084139 +00:00
147090,54271,3,50,54,59,2026-03-02 04:55:33.084139 +00:00,2026-03-02 04:55:33.084140 +00:00
147091,48956,3,58,12,10,2026-03-02 04:55:50.146376 +00:00,2026-03-02 04:55:50.146382 +00:00
147092,48957,3,58,12,10,2026-03-02 04:55:50.146383 +00:00,2026-03-02 04:55:50.146384 +00:00
147093,44338,2,69,,,2026-03-02 04:55:53.197265 +00:00,2026-03-02 04:55:53.197265 +00:00
147094,48710,2,69,,,2026-03-02 04:56:25.600005 +00:00,2026-03-02 04:56:25.600005 +00:00
147096,48959,3,58,12,10,2026-03-02 04:57:00.393987 +00:00,2026-03-02 04:57:00.393994 +00:00
147097,48959,3,58,12,10,2026-03-02 04:57:00.393995 +00:00,2026-03-02 04:57:00.393996 +00:00
147098,48960,3,58,12,10,2026-03-02 04:57:00.393997 +00:00,2026-03-02 04:57:00.393997 +00:00
147099,48961,3,58,12,10,2026-03-02 04:57:00.393998 +00:00,2026-03-02 04:57:00.393998 +00:00
147100,48962,3,58,12,10,2026-03-02 04:57:00.393999 +00:00,2026-03-02 04:57:00.393999 +00:00
147101,48962,3,58,12,10,2026-03-02 04:57:00.394000 +00:00,2026-03-02 04:57:00.394000 +00:00
147102,48963,3,58,12,10,2026-03-02 04:58:05.216133 +00:00,2026-03-02 04:58:05.216139 +00:00
147103,48964,3,58,12,10,2026-03-02 04:58:05.216140 +00:00,2026-03-02 04:58:05.216141 +00:00
147104,48965,3,58,12,10,2026-03-02 04:59:45.169598 +00:00,2026-03-02 04:59:45.169604 +00:00
147105,48966,3,58,12,10,2026-03-02 04:59:45.169606 +00:00,2026-03-02 04:59:45.169607 +00:00
147106,48967,3,58,12,10,2026-03-02 04:59:45.169608 +00:00,2026-03-02 04:59:45.169608 +00:00
147107,50299,3,58,12,10,2026-03-02 04:59:45.169609 +00:00,2026-03-02 04:59:45.169609 +00:00
147108,50299,3,58,12,10,2026-03-02 04:59:45.169610 +00:00,2026-03-02 04:59:45.169610 +00:00
147109,54277,3,50,54,59,2026-03-02 04:59:53.078262 +00:00,2026-03-02 04:59:53.078267 +00:00
147110,54277,3,50,54,59,2026-03-02 04:59:53.078268 +00:00,2026-03-02 04:59:53.078268 +00:00
147111,46276,3,52,47,15,2026-03-02 05:02:34.596263 +00:00,2026-03-02 05:02:34.596270 +00:00
147112,46276,3,52,47,15,2026-03-02 05:02:34.596271 +00:00,2026-03-02 05:02:34.596272 +00:00
147113,46276,3,52,47,15,2026-03-02 05:02:34.596272 +00:00,2026-03-02 05:02:34.596273 +00:00
147114,54269,3,50,54,59,2026-03-02 05:02:37.885632 +00:00,2026-03-02 05:02:37.885638 +00:00
147115,43620,3,52,47,15,2026-03-02 05:04:02.731010 +00:00,2026-03-02 05:04:02.731015 +00:00
147116,43620,3,52,47,15,2026-03-02 05:04:02.731016 +00:00,2026-03-02 05:04:02.731017 +00:00
147117,43620,3,52,47,15,2026-03-02 05:04:02.731018 +00:00,2026-03-02 05:04:02.731018 +00:00
147118,43620,3,52,47,15,2026-03-02 05:04:02.731019 +00:00,2026-03-02 05:04:02.731019 +00:00
147119,43620,3,52,47,15,2026-03-02 05:04:02.731020 +00:00,2026-03-02 05:04:02.731021 +00:00
147120,43969,3,58,12,10,2026-03-02 05:04:49.991039 +00:00,2026-03-02 05:04:49.991045 +00:00
147121,44841,3,58,12,10,2026-03-02 05:04:49.991046 +00:00,2026-03-02 05:04:49.991047 +00:00
147122,44840,3,58,12,10,2026-03-02 05:04:49.991047 +00:00,2026-03-02 05:04:49.991048 +00:00
147123,44839,3,58,12,10,2026-03-02 05:05:35.228989 +00:00,2026-03-02 05:05:35.228995 +00:00
147124,44838,3,58,12,10,2026-03-02 05:06:05.031045 +00:00,2026-03-02 05:06:05.031050 +00:00
147125,43986,3,58,12,10,2026-03-02 05:06:35.288098 +00:00,2026-03-02 05:06:35.288105 +00:00
147126,43988,3,58,12,10,2026-03-02 05:06:35.288106 +00:00,2026-03-02 05:06:35.288106 +00:00
147127,43990,3,58,12,10,2026-03-02 05:06:35.288107 +00:00,2026-03-02 05:06:35.288107 +00:00
147128,44836,3,58,12,10,2026-03-02 05:06:35.288108 +00:00,2026-03-02 05:06:35.288108 +00:00
147129,43574,3,50,54,59,2026-03-02 05:07:33.411986 +00:00,2026-03-02 05:07:33.411992 +00:00
147130,43574,3,50,54,59,2026-03-02 05:07:33.411993 +00:00,2026-03-02 05:07:33.411993 +00:00
147131,44587,3,50,54,59,2026-03-02 05:07:33.411994 +00:00,2026-03-02 05:07:33.411994 +00:00
147132,44835,3,58,12,10,2026-03-02 05:08:05.117876 +00:00,2026-03-02 05:08:05.117882 +00:00
147133,44834,3,58,12,10,2026-03-02 05:08:05.117883 +00:00,2026-03-02 05:08:05.117884 +00:00
147134,44833,3,58,12,10,2026-03-02 05:08:05.117884 +00:00,2026-03-02 05:08:05.117885 +00:00
147135,44832,3,58,12,10,2026-03-02 05:08:30.101342 +00:00,2026-03-02 05:08:30.101349 +00:00
147136,48069,3,45,35,14,2026-03-02 05:09:22.304215 +00:00,2026-03-02 05:09:22.304221 +00:00
147137,44586,3,47,49,24,2026-03-02 05:09:26.279255 +00:00,2026-03-02 05:09:26.279261 +00:00
147138,44585,3,47,49,24,2026-03-02 05:09:26.279263 +00:00,2026-03-02 05:09:26.279263 +00:00
147139,44590,3,47,49,24,2026-03-02 05:09:26.279264 +00:00,2026-03-02 05:09:26.279265 +00:00
147140,44591,3,47,49,24,2026-03-02 05:09:26.279265 +00:00,2026-03-02 05:09:26.279266 +00:00
147141,44584,3,47,49,24,2026-03-02 05:09:26.279266 +00:00,2026-03-02 05:09:26.279267 +00:00
147142,44576,3,47,49,24,2026-03-02 05:09:26.279268 +00:00,2026-03-02 05:09:26.279268 +00:00
147143,44574,3,47,49,24,2026-03-02 05:09:26.279268 +00:00,2026-03-02 05:09:26.279269 +00:00
147144,44573,3,47,49,24,2026-03-02 05:09:26.279269 +00:00,2026-03-02 05:09:26.279270 +00:00
147145,54988,3,50,54,59,2026-03-02 05:10:02.904593 +00:00,2026-03-02 05:10:02.904599 +00:00
147146,44546,3,50,54,59,2026-03-02 05:10:02.904600 +00:00,2026-03-02 05:10:02.904600 +00:00
147147,44611,3,47,49,24,2026-03-02 05:10:51.318983 +00:00,2026-03-02 05:10:51.318990 +00:00
147148,44610,3,47,49,24,2026-03-02 05:10:51.318991 +00:00,2026-03-02 05:10:51.318991 +00:00
147149,44609,3,47,49,24,2026-03-02 05:10:51.318992 +00:00,2026-03-02 05:10:51.318992 +00:00
147150,44582,3,47,49,24,2026-03-02 05:10:51.318993 +00:00,2026-03-02 05:10:51.318993 +00:00
147151,44581,3,47,49,24,2026-03-02 05:10:51.318994 +00:00,2026-03-02 05:10:51.318994 +00:00
147152,44579,3,47,49,24,2026-03-02 05:10:51.318995 +00:00,2026-03-02 05:10:51.318995 +00:00
147153,44577,3,47,49,24,2026-03-02 05:10:51.318996 +00:00,2026-03-02 05:10:51.318996 +00:00
147154,55205,3,49,33,30,2026-03-02 05:11:41.566217 +00:00,2026-03-02 05:11:41.566224 +00:00
147155,54980,3,50,54,59,2026-03-02 05:11:47.860054 +00:00,2026-03-02 05:11:47.860060 +00:00
147156,48464,3,58,12,10,2026-03-02 05:12:05.374993 +00:00,2026-03-02 05:12:05.375000 +00:00
147157,43971,3,58,12,10,2026-03-02 05:12:05.375002 +00:00,2026-03-02 05:12:05.375002 +00:00
147158,43973,3,58,12,10,2026-03-02 05:12:05.375003 +00:00,2026-03-02 05:12:05.375004 +00:00
147159,43974,3,58,12,10,2026-03-02 05:12:05.375004 +00:00,2026-03-02 05:12:05.375004 +00:00
147161,43976,3,58,12,10,2026-03-02 05:12:05.375005 +00:00,2026-03-02 05:12:05.375005 +00:00
147160,43975,3,58,12,10,2026-03-02 05:12:05.375004 +00:00,2026-03-02 05:12:05.375005 +00:00
147162,43977,3,58,12,10,2026-03-02 05:12:05.375006 +00:00,2026-03-02 05:12:05.375006 +00:00
147163,43978,3,58,12,10,2026-03-02 05:12:05.375006 +00:00,2026-03-02 05:12:05.375007 +00:00
147164,43980,3,58,12,10,2026-03-02 05:12:05.375007 +00:00,2026-03-02 05:12:05.375007 +00:00
147166,43989,3,58,12,10,2026-03-02 05:12:05.375008 +00:00,2026-03-02 05:12:05.375008 +00:00
147165,43987,3,58,12,10,2026-03-02 05:12:05.375007 +00:00,2026-03-02 05:12:05.375008 +00:00
147167,43972,3,58,12,10,2026-03-02 05:12:29.983367 +00:00,2026-03-02 05:12:29.983373 +00:00
147168,44580,3,47,49,24,2026-03-02 05:12:36.177395 +00:00,2026-03-02 05:12:36.177401 +00:00
147169,44578,3,47,49,24,2026-03-02 05:12:36.177402 +00:00,2026-03-02 05:12:36.177403 +00:00
147170,48468,3,58,12,10,2026-03-02 05:12:54.853710 +00:00,2026-03-02 05:12:54.853716 +00:00
147171,43970,3,58,12,10,2026-03-02 05:12:54.853717 +00:00,2026-03-02 05:12:54.853717 +00:00
147172,43941,3,58,12,10,2026-03-02 05:12:54.853718 +00:00,2026-03-02 05:12:54.853718 +00:00
147173,43740,3,48,13,35,2026-03-02 05:13:21.615256 +00:00,2026-03-02 05:13:21.615263 +00:00
147174,43743,3,48,13,35,2026-03-02 05:13:21.615264 +00:00,2026-03-02 05:13:21.615264 +00:00
147175,43744,3,48,13,35,2026-03-02 05:13:21.615264 +00:00,2026-03-02 05:13:21.615265 +00:00
147176,43746,3,48,13,35,2026-03-02 05:13:21.615265 +00:00,2026-03-02 05:13:21.615265 +00:00
147178,43749,3,48,13,35,2026-03-02 05:13:21.615266 +00:00,2026-03-02 05:13:21.615266 +00:00
147177,43747,3,48,13,35,2026-03-02 05:13:21.615265 +00:00,2026-03-02 05:13:21.615266 +00:00
147180,43755,3,48,13,35,2026-03-02 05:13:21.615267 +00:00,2026-03-02 05:13:21.615267 +00:00
147179,43750,3,48,13,35,2026-03-02 05:13:21.615267 +00:00,2026-03-02 05:13:21.615267 +00:00
147181,43756,3,48,13,35,2026-03-02 05:13:21.615268 +00:00,2026-03-02 05:13:21.615268 +00:00
147182,54990,3,50,54,59,2026-03-02 05:14:03.044237 +00:00,2026-03-02 05:14:03.044243 +00:00
147183,54990,3,50,54,59,2026-03-02 05:14:03.044245 +00:00,2026-03-02 05:14:03.044245 +00:00
147184,45530,3,50,54,59,2026-03-02 05:14:03.044246 +00:00,2026-03-02 05:14:03.044246 +00:00
147185,45530,3,50,54,59,2026-03-02 05:14:03.044247 +00:00,2026-03-02 05:14:03.044247 +00:00
147186,54981,3,50,54,59,2026-03-02 05:14:03.044248 +00:00,2026-03-02 05:14:03.044248 +00:00
147187,54981,3,50,54,59,2026-03-02 05:14:03.044249 +00:00,2026-03-02 05:14:03.044249 +00:00
147188,54983,3,50,54,59,2026-03-02 05:14:03.044250 +00:00,2026-03-02 05:14:03.044250 +00:00
147189,54983,3,50,54,59,2026-03-02 05:14:03.044251 +00:00,2026-03-02 05:14:03.044251 +00:00
147190,44592,3,47,49,24,2026-03-02 05:14:21.320630 +00:00,2026-03-02 05:14:21.320635 +00:00
147191,44593,3,47,49,24,2026-03-02 05:14:21.320637 +00:00,2026-03-02 05:14:21.320637 +00:00
147192,44614,3,47,49,24,2026-03-02 05:14:21.320638 +00:00,2026-03-02 05:14:21.320638 +00:00
147193,44612,3,47,49,24,2026-03-02 05:14:21.320639 +00:00,2026-03-02 05:14:21.320639 +00:00
147194,44608,3,47,49,24,2026-03-02 05:14:21.320640 +00:00,2026-03-02 05:14:21.320640 +00:00
147195,43979,3,58,12,10,2026-03-02 05:15:00.366799 +00:00,2026-03-02 05:15:00.366806 +00:00
147196,43985,3,58,12,10,2026-03-02 05:15:00.366807 +00:00,2026-03-02 05:15:00.366808 +00:00
147197,43981,3,58,12,10,2026-03-02 05:16:05.116036 +00:00,2026-03-02 05:16:05.116043 +00:00
147199,43983,3,58,12,10,2026-03-02 05:16:05.116045 +00:00,2026-03-02 05:16:05.116045 +00:00
147198,43982,3,58,12,10,2026-03-02 05:16:05.116044 +00:00,2026-03-02 05:16:05.116045 +00:00
147200,43993,3,58,12,10,2026-03-02 05:16:05.116046 +00:00,2026-03-02 05:16:05.116047 +00:00
147201,54512,3,52,47,15,2026-03-02 05:16:07.537743 +00:00,2026-03-02 05:16:07.537750 +00:00
147202,54512,3,52,47,15,2026-03-02 05:16:07.537751 +00:00,2026-03-02 05:16:07.537751 +00:00
147203,54512,3,52,47,15,2026-03-02 05:16:07.537753 +00:00,2026-03-02 05:16:07.537754 +00:00
147204,43745,3,48,13,35,2026-03-02 05:16:31.646766 +00:00,2026-03-02 05:16:31.646772 +00:00
147205,43748,3,48,13,35,2026-03-02 05:16:31.646773 +00:00,2026-03-02 05:16:31.646774 +00:00
147206,43751,3,48,13,35,2026-03-02 05:16:31.646774 +00:00,2026-03-02 05:16:31.646775 +00:00
147207,43753,3,48,13,35,2026-03-02 05:16:31.646776 +00:00,2026-03-02 05:16:31.646776 +00:00
147208,43754,3,48,13,35,2026-03-02 05:16:31.646777 +00:00,2026-03-02 05:16:31.646777 +00:00
147209,46017,3,48,13,35,2026-03-02 05:16:31.646778 +00:00,2026-03-02 05:16:31.646778 +00:00
147210,46748,3,48,13,35,2026-03-02 05:16:31.646779 +00:00,2026-03-02 05:16:31.646779 +00:00
147211,43562,3,45,35,14,2026-03-02 05:16:32.045913 +00:00,2026-03-02 05:16:32.045920 +00:00
